Dyson Daniels,NOP,21,61,1359,0.3,0.5,4.5,0.5,0,8.2
E.J. Liddell,NOP,23,8,23,1.6,0,1.6,0,0,9.4
Herbert Jones,NOP,25,76,2321,1,0.7,3,0.4,0.2,7.2
Izaiah Brockington,NOP,24,1,3,0,0,0,0,0,0
Jalen Crutcher,NOP,24,1,3,0,0,0,0,0,12
Jeremiah Robinson-Earl,NOP,23,39,334,1.2,2.5,1.6,0.3,0,9.1
Jonas Valančiūnas,NOP,32,82,1925,2.7,3.7,1,0.4,0,9.8
Jordan Hawkins,NOP,22,67,1161,0.4,0.4,0.7,0.2,0,6.1
Jose Alvarado,NOP,26,56,1028,0.7,0.3,4.1,0.6,0,2.3
Kaiser Gates,NOP,27,1,7,0,0,0,0,0,0
Larry Nance Jr.,NOP,31,61,1216,2.8,3.8,3.2,0.4,0.3,5.3
Matt Ryan,NOP,27,28,390,0.4,0.2,1.3,0.5,0,6.3
Naji Marshall,NOP,26,66,1257,0.9,0.5,2.8,0.3,0,5.5
Trey Murphy III,NOP,24,57,1690,0.5,0.4,2,0.4,0,4.9
Zion Williamson,NOP,23,70,2207,0.6,1.1,2.3,0.4,0,4.7
Alec Burks,NYK,32,66,1212,0.4,0.1,1.3,0.3,0,4.5
Bojan Bogdanović,NYK,35,57,1478,0.6,0.4,1,0.3,0,4.4
Charlie Brown Jr.,NYK,27,8,37,1,0,4.9,0,0,5.8
DaQuan Jeffries,NYK,26,17,46,1.6,0,2.3,0.8,0,6.3
Dmytro Skapintsev,NYK,26,2,2,0,0,0,0,0,18
Donte DiVincenzo,NYK,27,81,2360,0.3,0.3,3.7,0.5,0,4
Isaiah Hartenstein,NYK,26,75,1896,2.2,5,2.8,0.5,0,10.5
Jacob Toppin,NYK,24,9,38,0,0.9,0,0,0,3.8
Jalen Brunson,NYK,27,77,2726,0.3,0.2,1.5,0.4,0.5,3.7
Jericho Sims,NYK,25,45,585,2.5,3.3,1.2,0.3,0,9.5
Josh Hart,NYK,29,81,2707,0.2,0.9,2,0.5,0.1,4.8
Julius Randle,NYK,29,46,1630,0.5,1.1,1.1,0.3,0,5.5
Mamadi Diakite,NYK,27,6,24,3,6,6,0,0,7.5
Miles McBride,NYK,23,68,1328,0.4,0.6,3.2,0.2,0.2,5.3
Mitchell Robinson,NYK,26,31,768,2.1,4.4,2.4,0.3,0,9
OG Anunoby,NYK,26,50,1702,1,0.4,2.7,0.3,0,7.5
Precious Achiuwa,NYK,24,74,1624,1.3,2.5,2.1,0.3,0.1,12
Ryan Arcidiacono,NYK,30,20,45,0.8,0.8,1.6,1.6,1.6,6.4
Shake Milton,NYK,27,48,581,0.4,0.2,1.5,0.3,0.1,4.6
Aaron Wiggins,OKC,25,78,1228,0.6,0.7,3.3,0.6,0,7.2
Adam Flagler,OKC,24,2,14,0,0,0,0,0,2.6
Bismack Biyombo,OKC,31,40,791,1.8,4.6,1.1,0.2,0,10.7
Cason Wallace,OKC,20,82,1692,0.3,0.9,3.4,0.6,0,6.5
Chet Holmgren,OKC,22,82,2413,2.3,2.6,1.4,0.3,0.1,14.2
Gordon Hayward,OKC,34,51,1245,0.2,0.6,2,0.5,0,5.4
Isaiah Joe,OKC,24,78,1445,0.6,0.8,1.7,0.4,0.5,5.2
Jalen Williams,OKC,23,71,2224,0.8,0.3,3.2,0.5,0,4.6
Jaylin Williams,OKC,22,69,897,2.2,3,2.1,0.5,0.8,12.8
Josh Giddey,OKC,21,80,2012,0.3,0.5,1.6,0.4,0,5.7
Kenrich Williams,OKC,29,69,1029,1.2,1.6,2.7,0.6,0.5,5.2
Keyontae Johnson,OKC,24,9,66,0,0,0.5,0,0,4.4
Lindy Waters III,OKC,26,38,280,0.4,1.2,1.8,0,0,8.2
Luguentz Dort,OKC,25,79,2246,0.5,1,2.1,0.7,0.1,5.4
Mike Muscala,OKC,33,53,600,1.9,3.7,1.3,0.1,0,12.2
Olivier Sarr,OKC,25,15,98,4,3.3,0.7,0.4,0,8.4
Ousmane Dieng,OKC,21,33,365,0.6,1.6,0.8,0.5,0,7.7
Shai Gilgeous-Alexander,OKC,25,75,2553,0.3,0.6,3.7,0.6,0,6.4
Admiral Schofield,ORL,27,23,84,1.7,1.7,1.3,0,0,5.1
Anthony Black,ORL,20,69,1164,0.3,0.5,2.4,0.4,0.1,6.5
Caleb Houstan,ORL,21,59,815,1.1,0.6,1.4,0.4,0,4.7
Chuma Okeke,ORL,25,47,432,1.2,0.3,1.4,0.3,0,7.3
Cole Anthony,ORL,24,81,1817,0.2,0.2,2.5,0.5,0,4.1
Franz Wagner,ORL,22,72,2337,0.6,0.3,2.2,0.5,0.1,5.3
Gary Harris,ORL,29,54,1297,0.3,0.4,2.5,0.4,0,2.2
Goga Bitadze,ORL,24,62,957,1.5,4.1,2.8,0.4,0,10.8
Jalen Suggs,ORL,23,75,2025,0.1,0.4,3.4,0.7,0.1,5.2
Jett Howard,ORL,20,18,67,0.5,0.5,1.1,0,0,5.4
Joe Ingles,ORL,36,68,1169,0.5,0.8,2,0.3,0,1.9
Jonathan Isaac,ORL,26,58,915,1.6,1.2,3.1,0.5,0,8.7
Kevon Harris,ORL,27,2,6,0,0,0,6,0,12
Markelle Fultz,ORL,26,43,910,0.2,0.7,2.7,0.5,0,4.3
Moritz Wagner,ORL,27,80,1415,2.4,3.6,2.4,0.4,0.6,8.3
Paolo Banchero,ORL,21,80,2799,0.5,0.8,1.4,0.3,0,6.1
Trevelin Queen,ORL,27,14,165,0,0.4,3.5,0.4,0,6.8
Wendell Carter Jr.,ORL,25,55,1406,2.3,3.6,1.5,0.4,0,9.2
Buddy Hield,PHI,31,84,2160,0.3,0.7,2.3,0.5,0,6.5
Cameron Payne,PHI,29,78,1304,0.2,0.2,3,0.3,0.2,3.2
D.J. Wilson,PHI,28,2,15,2.4,0,0,0,0,21.6
Danny Green,PHI,37,2,18,0,0,8,0,0,10
Danuel House Jr.,PHI,31,34,509,1.1,0.2,1.3,0.6,0.1,5.3
De'Anthony Melton,PHI,26,38,1023,0.5,0.4,4.2,0.6,0,3.6
Furkan Korkmaz,PHI,26,35,300,0.6,0.1,3.1,0.4,0.1,2
Javonte Smart,PHI,25,1,1,0,0,0,0,0,36
Jeff Dowtin Jr.,PHI,27,12,142,0,0.3,4.1,0,0,2
Joel Embiid,PHI,30,39,1309,1.5,3.7,1.6,0.6,0,13
KJ Martin,PHI,23,60,747,0.5,1.5,2,0.3,0,4.8
Kelly Oubre Jr.,PHI,28,68,2055,0.3,0.1,2.9,0.4,0.1,3.9
Kyle Lowry,PHI,38,60,1690,0.4,0.8,2.5,0.4,0.4,3.8
Mo Bamba,PHI,26,57,740,2.2,4,1.1,0.2,0,10.2
Nicolas Batum,PHI,35,60,1530,0.6,0.7,2.7,0.4,0,6
Paul Reed,PHI,25,82,1589,1.9,4.6,3.8,0.6,0,12.1
Ricky Council IV,PHI,22,32,289,0.2,1.2,3,0.4,0,3.2
Robert Covington,PHI,33,29,488,1,0.7,6.5,0.7,0,5.8
Terquavion Smith,PHI,21,16,85,1.3,0,2.5,0,0,3.8
Tobias Harris,PHI,31,70,2368,1.3,0.5,1.7,0.4,0,4.8
Tyrese Maxey,PHI,23,70,2626,0.5,0.2,1.5,0.6,0,3
Bol Bol,PHX,24,43,469,1,0.4,1.4,0.1,0,8.1
Bradley Beal,PHX,31,53,1767,0.2,0.4,2.1,0.3,0.1,4.6
David Roddy,PHX,23,65,1177,0.6,0.4,1.7,0.3,0,4.5
Devin Booker,PHX,27,68,2447,0.5,0.3,1.5,0.5,0,4.2
Drew Eubanks,PHX,27,75,1169,1.8,4.7,2.5,0.2,0.1,8.7
Eric Gordon,PHX,35,68,1893,0.3,0.3,1.9,0.4,0,2.5
Grayson Allen,PHX,28,75,2513,0.4,0.7,2.3,0.5,0,5.6
Isaiah Thomas,PHX,35,6,19,0,0,0,0,0,0
Ish Wainright,PHX,29,11,62,4.1,1.2,5.2,0.6,0,5.2
Josh Okogie,PHX,25,60,960,0.4,0.8,3.5,0.8,0.1,4.9
Jusuf Nurkić,PHX,29,76,2078,2.8,5.8,2.9,0.4,0,9.8
Kevin Durant,PHX,35,75,2791,0.6,0.4,1.5,0.4,0.1,5.7
Nassir Little,PHX,24,45,458,0.8,0.2,1,0.2,0,7.2
Royce O'Neale,PHX,31,79,1954,0.9,1,2.3,0.4,0,4.4
Saben Lee,PHX,25,24,185,0.2,0.8,3.1,0.4,0,1.9
Thaddeus Young,PHX,36,33,440,2.2,4.3,3.4,0.4,0.3,7.4
Theo Maledon,PHX,23,17,213,0.2,0.3,1.7,0.7,0.2,4.4
Udoka Azubuike,PHX,24,16,113,1.3,6.7,1.6,0,0,9.6
Anfernee Simons,POR,25,46,1582,0.1,0.3,1,0.4,0,3.6
Ashton Hagans,POR,24,19,316,0.8,0.5,3.2,0.8,0,3.1
Dalano Banton,POR,24,54,1047,0.4,0.1,2.4,0.5,0,5.1
Deandre Ayton,POR,25,55,1783,0.9,4.2,1.8,0.4,0,9.6
Duop Reath,POR,28,68,1214,1.7,3.2,1.9,0.1,0.1,10
Ibou Badji,POR,21,22,226,1.8,6.4,1.6,0.3,0.2,9.1
Jabari Walker,POR,21,72,1701,0.5,1.7,1.6,0.4,0.1,4.8
Jerami Grant,POR,30,54,1830,0.8,0.3,1.8,0.3,0.1,4.1
Justin Minaya,POR,25,34,381,0.4,0.2,3.1,0.5,0.2,5.6
Kris Murray,POR,23,62,1348,0.6,0.5,2.5,0.3,0,4.8
Malcolm Brogdon,POR,31,39,1121,0.3,0.1,1.4,0.3,0,3.4
Matisse Thybulle,POR,27,65,1487,0.2,0.7,5.3,0.5,0,3.9
Moses Brown,POR,24,22,200,1.1,3.6,1.1,0.2,0,12.6
Rayan Rupert,POR,20,39,633,0.5,0.3,1.9,0,0,3.6
Robert Williams III,POR,26,6,119,1.2,4.5,3.3,0,0,8.8
Scoot Henderson,POR,20,62,1765,0.3,0.2,2.2,0.6,0.1,3.6
Shaedon Sharpe,POR,21,32,1059,0.3,0.2,1.9,0.3,0,4.3
Tazé Moore,POR,26,4,40,0,0.9,2.7,1.8,0,0.9
Toumani Camara,POR,24,70,1739,0.9,0.8,2.9,0.4,0.3,6.3
Alex Len,SAC,31,48,444,3.6,7.6,1.9,0.2,0,12.6
Chris Duarte,SAC,27,59,720,0.7,0.4,1.8,0.5,0,7.5
Colby Jones,SAC,22,30,192,0.8,0.4,3.4,0.4,0.2,5.6
Davion Mitchell,SAC,25,72,1101,0.4,0.3,1.3,0.4,0.2,4.3
De'Aaron Fox,SAC,26,74,2659,0.2,0.4,3.7,0.5,0,4.1
Domantas Sabonis,SAC,28,82,2928,1.6,6,2,0.4,0,7.9
Filip Petrusev,SAC,24,3,9,4,4,0,0,0,12
Harrison Barnes,SAC,32,82,2381,0.8,0.7,1.5,0.2,0,6.5
JaVale McGee,SAC,36,46,339,1.8,3.9,1.8,0.3,0,10
Jalen Slawson,SAC,24,12,37,0,0,1,0,0,2.9
Jordan Ford,SAC,26,6,22,0,0,1.6,0,0,0
Juan Toscano-Anderson,SAC,31,11,53,2,0.7,1.4,0.7,0,6.8
Keegan Murray,SAC,23,77,2589,0.7,0.4,1.8,0.5,0.2,5.9
Keon Ellis,SAC,24,57,979,0.4,0.4,3.8,0.6,0,5.4
Kessler Edwards,SAC,23,54,275,0.8,0.5,1.7,0.3,0.1,8.1
Kevin Huerter,SAC,25,64,1562,0.5,0.6,2.6,0.3,0,6.1
Malik Monk,SAC,26,72,1872,0.2,0.4,1.8,0.4,0,4.9
Mason Jones,SAC,25,5,28,1.3,0,2.6,0,0,2.6
Sasha Vezenkov,SAC,28,42,511,1.1,1.3,2.7,0.3,0,8.1
Trey Lyles,SAC,28,58,1158,1.6,1.1,1.5,0.4,0.2,6.5
Blake Wesley,SAS,21,61,876,0.3,0.2,2.2,0.3,0,3.9
Cedi Osman,SAS,29,72,1269,0.7,0.5,1.9,0.4,0.1,5.3
Charles Bassey,SAS,23,19,205,1.9,5.3,3.3,0,0,9.1
David Duke Jr.,SAS,24,4,51,0,0.7,1.4,0,0,2.8
Devin Vassell,SAS,23,68,2248,0.3,0.2,2.3,0.4,0,3.1
Devonte' Graham,SAS,29,23,313,0.1,0.1,1.4,0.8,0,1.4
Dominick Barlow,SAS,21,33,420,2.6,5.1,2.1,0.7,0,13.6
Jamaree Bouyea,SAS,25,9,95,0,0,1.5,0.4,0,4.9
Jeremy Sochan,SAS,21,74,2193,0.3,0.7,2.2,0.4,0,8
Julian Champagnie,SAS,23,74,1468,0.7,0.3,2.3,0.5,0,6
Keldon Johnson,SAS,24,69,2038,0.6,0.4,1.7,0.3,0,4.5
Malaki Branham,SAS,21,75,1594,0.2,0.2,0.9,0.3,0,3.6
RaiQuan Gray,SAS,24,3,39,0.9,0.9,3.7,0,0,9.2
Sandro Mamukelashvili,SAS,25,46,451,2,1.8,1.8,0.7,0,8.8
Sidy Cissoko,SAS,20,12,141,1.3,0.3,2.8,0.5,0,5.9
Tre Jones,SAS,24,77,2138,0.2,0.5,2.9,0.6,0.1,3.3
Victor Wembanyama,SAS,20,71,2106,0.7,2.3,3.5,0.3,0.2,11
Zach Collins,SAS,26,69,1526,2.2,4.7,1.7,0.3,0,14.4
Bruce Brown,TOR,27,67,1865,0.4,0.4,2.2,0.2,0,5.2
Chris Boucher,TOR,31,50,705,0.7,1,1.7,0.6,0.2,7.8
D.J. Carton,TOR,23,4,36,0,0,1,2,0,8
Garrett Temple,TOR,38,27,289,0.2,1.4,3.5,0.6,0.1,5.9
Gary Trent Jr.,TOR,25,71,1994,0.3,0.2,2.6,0.5,0,1.9
Gradey Dick,TOR,20,60,1268,0.5,0.2,1.7,0.4,0.1,3.4
Immanuel Quickley,TOR,25,68,1985,0.4,0.4,1.6,0.4,0,5.5
Jahmi'us Ramsey,TOR,23,7,121,0,1.2,2.4,0.3,0,4.8
Jakob Pöltl,TOR,28,50,1319,2,4.3,1.7,0.2,0,12.7
Jalen McDaniels,TOR,26,50,538,0.5,0.7,2.7,0.5,0,6.8
Javon Freeman-Liberty,TOR,24,22,403,0.6,0.6,1.3,0.5,0,4.5
Jontay Porter,TOR,24,26,360,2.5,3.7,3.2,0,0,12
Jordan Nwora,TOR,25,52,711,0.4,0.1,1.7,0.5,0.1,4.8
Kelly Olynyk,TOR,33,78,1759,1,2.6,3.6,0.3,0.2,6.9
Kobi Simmons,TOR,26,4,67,0.5,1.1,4.3,0.5,1.1,3.2
Malik Williams,TOR,25,7,107,1.3,4.4,0.7,0.3,0,7.7
Markquis Nowell,TOR,24,1,4,0,0,9,0,0,0
Mouhamadou Gueye,TOR,25,11,120,0.9,3.9,1.5,0.3,0,15.9
Ochai Agbaji,TOR,24,78,1642,0.5,0.6,1.7,0.3,0,7.2
Otto Porter Jr.,TOR,31,15,174,0.2,1.7,3.3,0.4,0,4.6
RJ Barrett,TOR,24,58,1838,0.5,0.4,1.6,0.3,0,6.3
Ron Harper Jr.,TOR,24,1,4,0,0,0,0,0,9
Scottie Barnes,TOR,22,60,2094,1.5,0.7,2.3,0.6,0,7.3
Brice Sensabaugh,UTA,20,32,584,0.2,0.5,1.4,0.3,0,3.9
Collin Sexton,UTA,25,78,2075,0.1,0.8,2.3,0.4,0,2.9
Darius Bazley,UTA,24,9,152,0.5,1.7,1.9,0.5,0,9.5
Jason Preston,UTA,24,7,71,0,0.5,4.1,0.5,0,4.6
John Collins,UTA,26,68,1901,0.9,2.3,1.2,0.4,0.1,8.2
Johnny Juzang,UTA,23,20,372,0.3,0.5,0.8,0.4,0.2,5.8
Jordan Clarkson,UTA,32,55,1682,0.4,0.8,1.5,0.3,0,3.3
Kenneth Lofton Jr.,UTA,21,21,198,0.9,4,2.2,0.2,0.2,9.6
Keyonte George,UTA,20,75,2023,0.2,0.3,1,0.4,0.1,3.5
Kira Lewis Jr.,UTA,23,28,264,0,0.1,2.6,0.3,0,3.4
Kris Dunn,UTA,30,66,1249,0.1,0.4,4.2,0.7,0,5.4
Lauri Markkanen,UTA,27,55,1820,0.9,1.7,1.5,0.4,0,8.4
Luka Samanic,UTA,24,43,404,0.3,1,1.5,0,0.1,5.6
Micah Potter,UTA,26,16,186,1.2,1.7,1.7,0.2,0,8.7
Omer Yurtseven,UTA,26,48,545,1.7,4.4,1.7,0,0,8.2
Talen Horton-Tucker,UTA,23,51,1009,0.3,0.2,3,0.5,0,5
Taylor Hendricks,UTA,20,40,856,0.6,0.4,2,0.3,0,7.4
Walker Kessler,UTA,22,64,1493,1.7,3.5,1.2,0.1,0,16.1
Anthony Gill,WAS,31,50,466,2.5,4.6,1.2,0.5,0.2,8.3
Bilal Coulibaly,WAS,19,63,1715,0.3,0.6,2.3,0.5,0,5.2
Corey Kispert,WAS,25,80,2067,0.6,0.5,1.2,0.2,0,6.3
Deni Avdija,WAS,23,75,2257,0.5,0.3,1.5,0.3,0,7.5
Eugene Omoruyi,WAS,27,43,393,1,3.8,3.8,0.5,0.4,7.4
Hamidou Diallo,WAS,25,2,5,0,0,14.4,0,0,0
Jared Butler,WAS,23,40,566,0.3,0.4,3,0.6,0.1,5.6
Johnny Davis,WAS,22,50,614,0.6,0.4,2.6,0.3,0,3.4
Jordan Poole,WAS,25,78,2346,0.1,0.3,2.2,0.5,0,3.8
Jules Bernard,WAS,24,19,149,0.7,0.2,2.7,0,0.2,5.3
Justin Champagnie,WAS,23,15,235,0.2,0.2,1.8,0.9,0,6.4
Kyle Kuzma,WAS,28,70,2281,0.4,0.5,0.9,0.2,0.1,5.9
Landry Shamet,WAS,27,46,727,0.6,0.6,2.5,0.3,0,6.2
Marvin Bagley III,WAS,25,50,1053,2,4.7,1.4,0.3,0.3,11.9
Patrick Baldwin Jr.,WAS,21,38,494,1.5,1.2,2,0.4,0.1,8.6
Richaun Holmes,WAS,30,40,554,1.6,4.4,1.8,0.5,0.1,7.3
Tristan Vukcevic,WAS,21,10,153,1.4,1.6,1.2,0.5,0.2,11.3
Tyus Jones,WAS,28,66,1933,0.1,0.4,2.4,0.4,0,2.2
